413003 Building Permits,,,,,,,,0,"1,627,178",,,"1,627,178",,"1,000,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413004 Electrical Permits,,,,,,,,0,"582,065",,,"582,065",,"400,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413005 Plumbing Permits,,,,,,,,0,"381,986",,,"381,986",,"250,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413007 Highway Permits,,,,,,,,0,"111,891",,,"111,891",,"115,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413011 Administrative Fees,,,,,,,,0,"173,988",,,"173,988",,"163,355",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413014 Certificates,,,,,,,,0,"87,411",,,"87,411",,"77,630",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413021 Fence Inspection Fees,,,,,,,,0,"5,371",,,"5,371",,"5,425",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413024 Mechanical Permits,,,,,,,,0,"800,000",,,"800,000",,"560,307",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413033 Moving And Hauling Permits,,,,,,,,0,"160,000",,,"160,000",,"177,363",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413039 Water and Sewer Connection Inspection Fees,,,,,,,,0,"84,935",,,"84,935",,"48,998",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413040 Highway Permit Inspection Fees,,,,,,,,0,"252,847",,,"252,847",,"113,001",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413043 Storage Tank Inspections,,,,,,,,0,"8,236",,,"8,236",,"8,319",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413044 Right-of-Way Permit Inspections Fees,,,,,,,,0,"81,447",,,"81,447",,"60,909",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413072 Selective Pruning Permit,,,,,,,,0,200,,,200,,200,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
414073 Photo Copying Machine,,,,,,,,0,925,,,925,,925,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415120 Sale of Publications,,,,,,,,0,"3,743",,,"3,743",,"3,743",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 13050,,,,,,,0,,"4,362,223",,"4,362,223",,"2,985,175",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,5,,,,,12/6/2013   9:52:51AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2010,,,,,,,
Account,,,,,,,,FY 2008,FY 2009,,,FY 2009,,FY 2010,,FY 2011,,FY 2012,FY 2013,,FY 2014
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0130 Planning and Community Development,,,,,,,,0,"5,182,715",,,"5,182,715",,"3,694,936",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0140 Agriculture,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
14001 Director's Office,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416263 Sale - Agriculture Road Signs,,,,,,,,0,0,,,0,,556,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 14001,,,,,,,0,,0,,0,,556,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
14110 Farmers' Market,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414057 Farmers' Market - Merchants' Dues/Promotional Fees,,,,,,,,0,"4,680",,,"4,680",,"4,680",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414059 School Tours/Educational Programs,,,,,,,,0,"1,200",,,"1,200",,"1,200",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414063 Market Fees,,,,,,,,0,"95,000",,,"95,000",,"112,067",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
414101 Farmers' Market Flea Market Vendor Fees,,,,,,,,0,"1,200",,,"1,200",,"1,200",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414156 Special Events - Farmers' Market,,,,,,,,0,"1,000",,,"1,000",,"1,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 14110,,,,,,,0,,"103,080",,"103,080",,"120,147",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0140 Agriculture,,,0,,"103,080",,"103,080",,"120,703",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0171 General Registrar,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
17010 General Registrar,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
421003 Reimbursement - General Registrar's Salary,,,,,,,,0,"100,319",,,"100,319",,"105,520",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 17010,,,,,,,0,,"100,319",,"100,319",,"105,520",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,0171 General Registrar,,,,0,,"100,319",,"100,319",,"105,520",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0180 Non-Departmental,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
17120 Arts and Humanities Commission,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422396 Virginia Commission for the Arts,,,,,,,,0,"5,000",,,"5,000",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 17120,,,,,,,0,,"5,000",,"5,000",,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
17123 Arts and Humanities Commission,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422396 Virginia Commission for the Arts,,,,,,,,0,0,,,0,,"5,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 17123,,,,,,,0,,0,,0,,"5,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
18081 Human Services Integration - Information Technology,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,0,"306,160",,,"306,160",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 18081,,,,,,,0,,"306,160",,"306,160",,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
18102 Sandler Center,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414001 Interest on Bank Deposits,,,,,,,,0,"100,000",,,"100,000",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416808 Sandler Center Foundation,,,,,,,,0,"100,000",,,"100,000",,"100,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 18102,,,,,,,0,,"200,000",,"200,000",,"100,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,0180 Non-Departmental,,,,0,,"511,160",,"511,160",,"105,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0190 Fire,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,6,,,,,12/6/2013   9:52:51AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2010,,,,,,,
Account,,,,,,,,FY 2008,FY 2009,,,FY 2009,,FY 2010,,FY 2011,,FY 2012,FY 2013,,FY 2014
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0190 Fire,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
19010 Fire Marshall's Office,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413063 Fire Permits,,,,,,,,0,"154,922",,,"154,922",,"180,045",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415911 Initial Fire Inspection Fees,,,,,,,,0,"320,000",,,"320,000",,"250,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433225 Federal Emergency Management Agency,,,,,,,,0,"42,000",,,"42,000",,"52,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 19010,,,,,,,0,,"516,922",,"516,922",,"482,045",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0190 Fire,,0,"516,922",,,"516,922",,"482,045",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0210 Communications and Information Technology,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
21010 MultimediaServices,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414308 Sale of Video Reproductions,,,,,,,,0,"14,779",,,"14,779",,"22,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416143 Sale of Video Reproductions,,,,,,,,0,0,,,0,,822,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 21010,,,,,,,0,,"14,779",,"14,779",,"22,822",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
21041 Emergency Communications,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422359 Virginia Wireless E-911 Service,,,,,,,,0,"1,300,000",,,"1,300,000",,"1,300,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 21041,,,,,,,0,,"1,300,000",,"1,300,000",,"1,300,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
0210 Communications and Information Technology,,,,,,,,0,"1,314,779",,,"1,314,779",,"1,322,822",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0220 Emergency Communications and Citizen Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
22010 Emergency Communications,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422359 Virginia Wireless E-911 Service,,,,,,,,0,0,,,0,,"500,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 22010,,,,,,,0,,0,,0,,"500,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
0220 Emergency Communications and Citizen Services,,,,,,,,0,0,,,0,,"500,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
24001 Central Administraton,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,0,"126,919",,,"126,919",,"132,584",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422105 State Public Assistance Grants,,,,,,,,0,"43,112",,,"43,112",,"43,112",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,0,"133,588",,,"133,588",,"133,588",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24001,,,,,,,0,,"303,619",,"303,619",,"309,284",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24002 Information Technology Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,0,"72,405",,,"72,405",,"72,405",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422105 State Public Assistance Grants,,,,,,,,0,"6,497",,,"6,497",,"6,497",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,0,"106,546",,,"106,546",,"106,546",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24002,,,,,,,0,,"185,448",,"185,448",,"185,448",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24003 Reimbursement,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,"40,000",,,"40,000",,"40,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24003,,,,,,,0,,"40,000",,"40,000",,"40,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24004 Quality Assurance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422105 State Public Assistance Grants,,,,,,,,0,0,,,0,,"-21,766",,"-21,766",,"-21,766","-21,766",,"-21,766"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24004,,,,,,,0,,0,,0,,"-21,766","-21,766",,"-21,766","-21,766",,"-21,766"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,7,,,,,12/6/2013   9:52:51AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2010,,,,,,,
Account,,,,,,,,FY 2008,FY 2009,,,FY 2009,,FY 2010,,FY 2011,,FY 2012,FY 2013,,FY 2014
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
24005 Personnel,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422105 State Public Assistance Grants,,,,,,,,0,"8,843",,,"8,843",,"8,843",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,0,"27,401",,,"27,401",,"27,401",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24005,,,,,,,0,,"36,244",,"36,244",,"36,244",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24006 Accounts Payable,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422105 State Public Assistance Grants,,,,,,,,0,"23,945",,,"23,945",,"23,945",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,0,"202,123",,,"202,123",,"202,123",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24006,,,,,,,0,,"226,068",,"226,068",,"226,068",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24007 Transportation,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,"5,000",,,"5,000",,"4,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422069 MR Medicaid Transportation,,,,,,,,0,"346,500",,,"346,500",,"384,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24007,,,,,,,0,,"351,500",,"351,500",,"388,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24101 MHSA Program Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,0,,,0,,"9,500",,"9,500",,"9,500","9,500",,"9,500"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,0,"159,473",,,"159,473",,"97,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24101,,,,,,,0,,"159,473",,"159,473",,"106,500","9,500",,"9,500","9,500",,"9,500"
,,,,,,,,,,,,,,,,,,,,,
24102 Senior Adult Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,"2,000",,,"2,000",,"2,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,0,"8,250",,,"8,250",,"9,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,0,"246,098",,,"246,098",,"113,949",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422062 State Medicaid - MH,,,,,,,,0,"36,000",,,"36,000",,"36,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433031 SEVAMP Grant,,,,,,,,0,"52,000",,,"52,000",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24102,,,,,,,0,,"344,348",,"344,348",,"160,949",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24103 Adult Outpatient Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,"141,300",,,"141,300",,"113,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,0,"113,000",,,"113,000",,"128,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415049 Alcohol Detoxification Fees,,,,,,,,0,"2,000",,,"2,000",,"2,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415054 State Rehabilitation Services,,,,,,,,0,"8,772",,,"8,772",,"37,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,0,"46,000",,,"46,000",,"48,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415505 MHSA - Probation/Pre-Trial,,,,,,,,0,"20,000",,,"20,000",,"3,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415551 Handling Fee - Medications,,,,,,,,0,"1,200",,,"1,200",,200,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,0,"416,508",,,"416,508",,"648,095",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422062 State Medicaid - MH,,,,,,,,0,"42,278",,,"42,278",,"25,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433070 Substance Abuse - Federal - ADA MHA Block Grant 97,,,,,,,,0,"83,296",,,"83,296",,"75,784",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433269 SA - Drug Federal Block Grant,,,,,,,,0,"119,230",,,"119,230",,"119,230",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433337 Psychiatric Staff Support,,,,,,,,0,"18,048",,,"18,048",,"16,896",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24103,,,,,,,0,,"1,011,632",,"1,011,632",,"1,216,205",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24104 MH Community Rehabilitation,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,"6,771",,,"6,771",,"4,700",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415051 Community Rehabilitation Fees,,,,,,,,0,"19,000",,,"19,000",,"23,337",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,0,"10,000",,,"10,000",,"10,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,0,"542,666",,,"542,666",,"548,232",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422062 State Medicaid - MH,,,,,,,,0,"783,142",,,"783,142",,"950,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433453 USDA,,,,,,,,0,0,,,0,,"24,162",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24104,,,,,,,0,,"1,361,579",,"1,361,579",,"1,560,431",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,8,,,,,12/6/2013   9:52:51AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2010,,,,,,,
Account,,,,,,,,FY 2008,FY 2009,,,FY 2009,,FY 2010,,FY 2011,,FY 2012,FY 2013,,FY 2014
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
24105 MH Emergency Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,"22,337",,,"22,337",,"24,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,0,"2,081",,,"2,081",,"1,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,0,100,,,100,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,0,"1,166,084",,,"1,166,084",,"1,394,445",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422062 State Medicaid - MH,,,,,,,,0,"78,000",,,"78,000",,"55,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24105,,,,,,,0,,"1,268,602",,"1,268,602",,"1,474,445",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24106 Child and Youth Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,"15,273",,,"15,273",,"24,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,0,"80,371",,,"80,371",,"66,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,0,"100,256",,,"100,256",,"44,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415552 CSA - DSS,,,,,,,,0,"532,300",,,"532,300",,"530,687",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,0,"135,008",,,"135,008",,"283,684",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422062 State Medicaid - MH,,,,,,,,0,"557,956",,,"557,956",,"530,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422501 MH - C & Y Initiatives ISP,,,,,,,,0,"356,232",,,"356,232",,"338,672",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433034 Child Day Treatment - Federal,,,,,,,,0,"147,096",,,"147,096",,"135,384",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24106,,,,,,,0,,"1,924,492",,"1,924,492",,"1,952,427",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24108 Residential Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,"3,100",,,"3,100",,"3,100",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,0,"149,000",,,"149,000",,"166,359",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,0,"935,538",,,"935,538",,"633,492",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422062 State Medicaid - MH,,,,,,,,0,"237,490",,,"237,490",,"250,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422365 MH - ESD,,,,,,,,0,"296,856",,,"296,856",,"392,256",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422571 MH NGRI,,,,,,,,0,"13,000",,,"13,000",,"2,500",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433070 Substance Abuse - Federal - ADA MHA Block Grant 97,,,,,,,,0,"165,417",,,"165,417",,"165,417",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433269 SA - Drug Federal Block Grant,,,,,,,,0,"194,134",,,"194,134",,"194,134",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24108,,,,,,,0,,"1,994,535",,"1,994,535",,"1,807,258",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24112 MH Case Management Unit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,"16,018",,,"16,018",,"20,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,0,"4,017",,,"4,017",,"1,300",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,0,"2,960",,,"2,960",,"1,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,0,"12,438",,,"12,438",,"5,500",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
