,,,,,,,,,,,,,,,,,,,,,
433453 USDA,,,,,,,,"46,570","52,611",,,"52,611",,"46,570",,"46,803",,"47,037","47,272",,"47,508"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24104,,,,,,,"1,465,301",,"1,384,660",,"1,384,660",,"1,448,251","1,519,930",,"1,557,355","1,595,793",,"1,635,274"
,,,,,,,,,,,,,,,,,,,,,
24105 MH Emergency Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"22,357","24,158",,,"24,158",,"22,357",,"23,719",,"24,431","25,164",,"25,919"
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,889,565,,,565,,"1,200",,"1,273",,"1,311","1,350",,"1,391"
,,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,0,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"58,524","51,959",,,"51,959",,"49,893",,"52,931",,"54,519","56,155",,"57,840"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"784,931","779,160",,,"779,160",,"796,217",,"820,263",,"832,567","845,056",,"857,732"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24105,,,,,,,"866,701",,"855,842",,"855,842",,"869,667","898,186",,"912,828","927,725",,"942,882"
,,,,,,,,,,,,,,,,,,,,,
24106 Child and Youth Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"23,527","27,726",,,"27,726",,"25,000",,"26,523",,"27,319","28,139",,"28,983"
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,"71,572","90,916",,,"90,916",,"71,572",,"75,931",,"78,209","80,555",,"82,972"
,,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,"62,731","81,260",,,"81,260",,"62,731",,"66,551",,"68,548","70,604",,"72,722"
,,,,,,,,,,,,,,,,,,,,,
415220 Mental Health - Other,,,,,,,,"4,000",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415511 Restoration Counseling - State,,,,,,,,"33,741","52,000",,,"52,000",,"25,000",,"26,523",,"27,319","28,139",,"28,983"
,,,,,,,,,,,,,,,,,,,,,
415552 CSA - DSS,,,,,,,,"33,109","35,000",,,"35,000",,"38,000",,"40,314",,"41,523","42,769",,"44,052"
,,,,,,,,,,,,,,,,,,,,,
415553 CSA-Parental Agreement,,,,,,,,"47,996","50,940",,,"50,940",,"40,000",,"42,436",,"43,709","45,020",,"46,371"
,,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"472,128","875,270",,,"875,270",,"880,625",,"934,255",,"962,283","991,151",,"1,020,886"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"189,399","189,399",,,"189,399",,"194,012",,"199,871",,"202,869","205,912",,"209,001"
,,,,,,,,,,,,,,,,,,,,,
422062 State Medicaid - MH,,,,,,,,"23,366",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422501 MH - C & Y Initiatives ISP,,,,,,,,"338,661","338,661",,,"338,661",,"338,661",,"348,897",,"354,130","359,442",,"364,834"
,,,,,,,,,,,,,,,,,,,,,
433034 Child Day Treatment - Federal,,,,,,,,"194,060","194,064",,,"194,064",,"194,064",,"195,034",,"196,009","196,990",,"197,974"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24106,,,,,,,"1,494,290",,"1,935,236",,"1,935,236",,"1,869,665","1,956,335",,"2,001,919","2,048,721",,"2,096,779"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,15,,,,,12/6/2013   9:39:42AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2014,,,,,,,
Account,,,,,,,,FY 2012,FY 2013,,,FY 2013,,FY 2014,,FY 2015,,FY 2016,FY 2017,,FY 2018
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
24108 Residential Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"1,211","1,023",,,"1,023",,"2,505",,"2,658",,"2,738","2,820",,"2,905"
,,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,"243,923","215,607",,,"215,607",,"215,607",,"228,737",,"235,600","242,668",,"249,948"
,,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"517,116","507,331",,,"507,331",,"535,878",,"568,513",,"585,568","603,135",,"621,229"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"567,997","826,604",,,"826,604",,"865,957",,"892,109",,"905,491","919,073",,"932,859"
,,,,,,,,,,,,,,,,,,,,,
422365 MH - ESD,,,,,,,,"392,280","392,280",,,"392,280",,"392,280",,"404,137",,"410,199","416,352",,"422,597"
,,,,,,,,,,,,,,,,,,,,,
422571 MH NGRI,,,,,,,,"5,500",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422576 SA Region V Residential,,,,,,,,"131,215","131,215",,,"131,215",,"134,411",,"138,470",,"140,547","142,655",,"144,795"
,,,,,,,,,,,,,,,,,,,,,
422578 HPR V-Reinvestment,,,,,,,,"33,800",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
433070 Substance Abuse - Federal - ADA MHA Block Grant 97,,,,,,,,"165,417","165,417",,,"165,417",,"165,417",,"166,244",,"167,075","167,911",,"168,750"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433269 SA - Drug Federal Block Grant,,,,,,,,"194,114","194,113",,,"194,113",,"194,113",,"195,084",,"196,059","197,039",,"198,024"
,,,,,,,,,,,,,,,,,,,,,
433271 SA Residential Pos Federal Block Grant,,,,,,,,"65,231",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24108,,,,,,,"2,317,804",,"2,433,590",,"2,433,590",,"2,506,168","2,595,952",,"2,643,277","2,691,652",,"2,741,107"
,,,,,,,,,,,,,,,,,,,,,
24112 MH Case Management Unit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"23,057","23,626",,,"23,626",,"25,038",,"26,563",,"27,360","28,181",,"29,026"
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,939,"1,149",,,"1,149",,"2,245",,"2,382",,"2,453","2,527",,"2,603"
,,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,143,0,,,0,,663,,663,,663,663,,663
,,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,"8,034","1,131",,,"1,131",,"15,000",,"15,914",,"16,391","16,883",,"17,389"
,,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"1,188,067","1,001,899",,,"1,001,899",,"1,086,334",,"1,152,492",,"1,187,067","1,222,679",,"1,259,359"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"739,499","735,524",,,"735,524",,"849,800",,"875,464",,"888,596","901,925",,"915,454"
,,,,,,,,,,,,,,,,,,,,,
433070 Substance Abuse - Federal - ADA MHA Block Grant 97,,,,,,,,"100,742","100,742",,,"100,742",,"100,742",,"101,246",,"101,752","102,261",,"102,772"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24112,,,,,,,"2,060,481",,"1,864,071",,"1,864,071",,"2,079,822","2,174,724",,"2,224,282","2,275,119",,"2,327,266"
,,,,,,,,,,,,,,,,,,,,,
24121 MH PATH,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,122,,,122,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"56,502","56,502",,,"56,502",,"57,878",,"59,626",,"60,520","61,428",,"62,349"
,,,,,,,,,,,,,,,,,,,,,
433267 MH PATH Grant,,,,,,,,"123,982","117,746",,,"117,746",,"117,746",,"118,335",,"118,926","119,521",,"120,119"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24121,,,,,,,"180,484",,"174,370",,"174,370",,"175,624","177,961",,"179,446","180,949",,"182,468"
,,,,,,,,,,,,,,,,,,,,,
24123 Harbour,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,182,55,,,55,,100,,106,,109,112,,115
,,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,-63,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"504,843","458,367",,,"458,367",,"455,361",,"483,092",,"497,585","512,513",,"527,888"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"53,018","52,189",,,"52,189",,"52,189",,"53,766",,"54,573","55,392",,"56,222"
,,,,,,,,,,,,,,,,,,,,,
433505 CO - Occuring FBG,,,,,,,,"34,574","35,856",,,"35,856",,"35,856",,"36,035",,"36,215","36,397",,"36,579"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24123,,,,,,,"592,554",,"546,467",,"546,467",,"543,506","573,000",,"588,482","604,413",,"620,804"
,,,,,,,,,,,,,,,,,,,,,
24201 DS Program Clinical Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,200,"1,200",,,"1,200",,"1,200",,"1,273",,"1,311","1,351",,"1,391"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24201,,,,,,,200,,"1,200",,"1,200",,"1,200","1,273",,"1,311","1,351",,"1,391"
,,,,,,,,,,,,,,,,,,,,,
24202 DS Case Management,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"13,979","16,919",,,"16,919",,"12,925",,"13,712",,"14,123","14,547",,"14,983"
,,,,,,,,,,,,,,,,,,,,,
415563 Medicaid MR SPO,,,,,,,,"2,659,003","2,144,077",,,"2,144,077",,"2,288,191",,"2,427,542",,"2,500,368","2,575,379",,"2,652,640"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"110,137","105,275",,,"105,275",,"107,839",,"111,096",,"112,762","114,453",,"116,170"
,,,,,,,,,,,,,,,,,,,,,
422541 MR OBRA,,,,,,,,"25,700","21,823",,,"21,823",,"25,700",,"26,476",,"26,873","27,276",,"27,685"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24202,,,,,,,"2,808,819",,"2,288,094",,"2,288,094",,"2,434,655","2,578,826",,"2,654,126","2,731,655",,"2,811,478"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,16,,,,,12/6/2013   9:39:42AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2014,,,,,,,
Account,,,,,,,,FY 2012,FY 2013,,,FY 2013,,FY 2014,,FY 2015,,FY 2016,FY 2017,,FY 2018
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
24203 DS Employment Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"9,132","9,389",,,"9,389",,"9,587",,"10,171",,"10,476","10,790",,"11,114"
,,,,,,,,,,,,,,,,,,,,,
415054 State Rehabilitation Services,,,,,,,,"300,656","393,000",,,"393,000",,"300,656",,"318,966",,"328,535","338,391",,"348,543"
,,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,550,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415563 Medicaid MR SPO,,,,,,,,0,"41,535",,,"41,535",,"42,239",,"44,811",,"46,155","47,540",,"48,966"
,,,,,,,,,,,,,,,,,,,,,
415564 Medicaid MR Waiver,,,,,,,,"424,299","336,000",,,"336,000",,"420,203",,"445,793",,"459,167","472,942",,"487,130"
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,455,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24203,,,,,,,"735,092",,"779,924",,"779,924",,"772,685","819,741",,"844,333","869,663",,"895,753"
,,,,,,,,,,,,,,,,,,,,,
24204 DS Skillquest,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"9,535","6,629",,,"6,629",,"6,629",,"7,033",,"7,244","7,461",,"7,685"
,,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,"452,235","482,522",,,"482,522",,"452,235",,"479,776",,"494,169","508,994",,"524,264"
,,,,,,,,,,,,,,,,,,,,,
415564 Medicaid MR Waiver,,,,,,,,"1,986,105","1,882,832",,,"1,882,832",,"1,970,113",,"2,090,093",,"2,152,796","2,217,380",,"2,283,901"
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,50,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"90,350","90,350",,,"90,350",,"92,551",,"95,346",,"96,776","98,228",,"99,701"
,,,,,,,,,,,,,,,,,,,,,
422541 MR OBRA,,,,,,,,"14,724","12,177",,,"12,177",,"14,724",,"15,169",,"15,397","15,628",,"15,862"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24204,,,,,,,"2,552,999",,"2,474,510",,"2,474,510",,"2,536,252","2,687,417",,"2,766,382","2,847,691",,"2,931,413"
,,,,,,,,,,,,,,,,,,,,,
24205 DS Respite Care Program,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"87,716","91,619",,,"91,619",,"106,436",,"112,918",,"116,306","119,795",,"123,389"
,,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,358,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24205,,,,,,,"88,074",,"91,619",,"91,619",,"106,436","112,918",,"116,306","119,795",,"123,389"
,,,,,,,,,,,,,,,,,,,,,
24206 DS Infant Program,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,33,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24206,,,,,,,33,,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24207 DS Supportive Living,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"15,243","9,655",,,"9,655",,"12,655",,"13,426",,"13,829","14,244",,"14,671"
,,,,,,,,,,,,,,,,,,,,,
415563 Medicaid MR SPO,,,,,,,,0,"404,199",,,"404,199",,"404,199",,"428,815",,"441,679","454,930",,"468,577"
,,,,,,,,,,,,,,,,,,,,,
415564 Medicaid MR Waiver,,,,,,,,"1,113,530","1,010,000",,,"1,010,000",,"1,025,530",,"1,087,985",,"1,120,625","1,154,244",,"1,188,871"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"176,858","168,749",,,"168,749",,"173,057",,"178,283",,"180,957","183,671",,"186,426"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24207,,,,,,,"1,305,631",,"1,592,603",,"1,592,603",,"1,615,441","1,708,509",,"1,757,090","1,807,089",,"1,858,545"
,,,,,,,,,,,,,,,,,,,,,
24209 DS Family Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,396,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415564 Medicaid MR Waiver,,,,,,,,"34,014","36,500",,,"36,500",,"36,500",,"38,723",,"39,885","41,081",,"42,314"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"10,079","10,079",,,"10,079",,"10,324",,"10,636",,"10,796","10,958",,"11,122"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24209,,,,,,,"44,489",,"46,579",,"46,579",,"46,824","49,359",,"50,681","52,039",,"53,436"
,,,,,,,,,,,,,,,,,,,,,
24210 DS Supportive Living - Homes,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"170,677","166,522",,,"166,522",,"166,522",,"176,663",,"181,963","187,422",,"193,045"
,,,,,,,,,,,,,,,,,,,,,
415563 Medicaid MR SPO,,,,,,,,0,"36,101",,,"36,101",,"36,101",,"38,300",,"39,449","40,632",,"41,851"
,,,,,,,,,,,,,,,,,,,,,
415564 Medicaid MR Waiver,,,,,,,,"1,444,572","1,528,800",,,"1,528,800",,"1,518,800",,"1,611,295",,"1,659,634","1,709,423",,"1,760,706"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"368,117","368,117",,,"368,117",,"377,083",,"388,471",,"394,298","400,212",,"406,215"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24210,,,,,,,"1,983,366",,"2,099,540",,"2,099,540",,"2,098,506","2,214,729",,"2,275,344","2,337,689",,"2,401,817"
,,,,,,,,,,,,,,,,,,,,,
24211 DS Kentucky Avenue Project,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"29,201","31,729",,,"31,729",,"31,452",,"33,367",,"34,368","35,399",,"36,461"
,,,,,,,,,,,,,,,,,,,,,
415565 Medicaid ICF,,,,,,,,"1,573,821","1,856,074",,,"1,856,074",,"1,807,733",,"1,917,824",,"1,975,359","2,034,620",,"2,095,659"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24211,,,,,,,"1,603,022",,"1,887,803",,"1,887,803",,"1,839,185","1,951,191",,"2,009,727","2,070,019",,"2,132,120"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,17,,,,,12/6/2013   9:39:42AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2014,,,,,,,
Account,,,,,,,,FY 2012,FY 2013,,,FY 2013,,FY 2014,,FY 2015,,FY 2016,FY 2017,,FY 2018
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
24212 DS Early Intervention,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"2,955","2,625",,,"2,625",,"2,625",,"2,785",,"2,868","2,954",,"3,043"
,,,,,,,,,,,,,,,,,,,,,
415563 Medicaid MR SPO,,,,,,,,"274,668","145,272",,,"145,272",,"311,122",,"330,069",,"339,971","350,170",,"360,675"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"327,801","496,239",,,"496,239",,"686,605",,"707,340",,"717,950","728,719",,"739,650"
,,,,,,,,,,,,,,,,,,,,,
433041 MR - Part H,,,,,,,,"630,216","480,933",,,"480,933",,"507,966",,"510,506",,"513,059","515,624",,"518,202"
,,,,,,,,,,,,,,,,,,,,,
435050 ARRA Stimulus,,,,,,,,"106,609",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24212,,,,,,,"1,342,249",,"1,125,069",,"1,125,069",,"1,508,318","1,550,700",,"1,573,848","1,597,467",,"1,621,570"
,,,,,,,,,,,,,,,,,,,,,
24213 DS Colby Way ICF/MR,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"39,675","39,906",,,"39,906",,"39,675",,"42,091",,"43,354","44,655",,"45,995"
,,,,,,,,,,,,,,,,,,,,,
415565 Medicaid ICF,,,,,,,,"837,033","798,768",,,"798,768",,"936,423",,"995,083",,"1,023,077","1,052,797",,"1,082,496"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24213,,,,,,,"876,708",,"838,674",,"838,674",,"976,098","1,037,174",,"1,066,431","1,097,452",,"1,128,491"
,,,,,,,,,,,,,,,,,,,,,
24214 DS BizNet Village,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"115,025","124,053",,,"124,053",,"115,025",,"122,030",,"125,691","129,462",,"133,346"
,,,,,,,,,,,,,,,,,,,,,
415565 Medicaid ICF,,,,,,,,"4,540,494","4,744,772",,,"4,744,772",,"5,252,773",,"5,576,270",,"5,739,455","5,909,492",,"6,082,615"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24214,,,,,,,"4,655,519",,"4,868,825",,"4,868,825",,"5,367,798","5,698,300",,"5,865,146","6,038,954",,"6,215,961"
,,,,,,,,,,,,,,,,,,,,,
24215 Indian River Road ICF/MR,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,"3,723",,,"3,723",,"3,723",,"3,950",,"4,068","4,190",,"4,316"
,,,,,,,,,,,,,,,,,,,,,
415565 Medicaid ICF,,,,,,,,0,"745,646",,,"745,646",,"978,313",,"1,040,758",,"1,068,718","1,099,073",,"1,128,735"
,,,,,,,,,,,,,,,,,,,,,
491001 Specific Fund Reserves,,,,,,,,0,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24215,,,,,,,0,,"749,369",,"749,369",,"982,036","1,044,708",,"1,072,786","1,103,263",,"1,133,051"
,,,,,,,,,,,,,,,,,,,,,
24303 Detoxification Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415009 Court Fees - Law Library,,,,,,,,"2,400",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,10,0,,,0,,11,,11,,11,11,,11
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,0,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415049 Alcohol Detoxification Fees,,,,,,,,0,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415509 Medical Monitoring - Local Board,,,,,,,,"74,610","94,629",,,"94,629",,"45,000",,"47,741",,"49,173","50,648",,"52,167"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"1,993,892","1,934,774",,,"1,934,774",,"1,930,838",,"1,989,149",,"2,018,986","2,049,271",,"2,080,010"
,,,,,,,,,,,,,,,,,,,,,
422521 SA - State Facilities Diversion SP,,,,,,,,"90,822","90,822",,,"90,822",,"93,034",,"95,844",,"97,282","98,741",,"100,222"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433070 Substance Abuse - Federal - ADA MHA Block Grant 97,,,,,,,,"108,104","108,104",,,"108,104",,"108,104",,"108,645",,"109,188","109,734",,"110,282"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433269 SA - Drug Federal Block Grant,,,,,,,,"117,991","117,991",,,"117,991",,"117,991",,"118,581",,"119,174","119,770",,"120,369"
,,,,,,,,,,,,,,,,,,,,,
433271 SA Residential Pos Federal Block Grant,,,,,,,,0,"65,232",,,"65,232",,"65,232",,"65,232",,"65,232","65,232",,"65,232"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433561 FBG State Facility Diversion,,,,,,,,"20,616","20,616",,,"20,616",,"20,616",,"20,719",,"20,823","20,927",,"21,031"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24303,,,,,,,"2,408,445",,"2,432,168",,"2,432,168",,"2,380,826","2,445,922",,"2,479,868","2,514,333",,"2,549,324"
,,,,,,,,,,,,,,,,,,,,,
24304 MHSA Adult Day Treatment Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"2,162","1,174",,,"1,174",,"1,000",,"1,061",,"1,093","1,126",,"1,160"
,,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,30,0,,,0,,70,,70,,70,70,,70
,,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,"3,662",0,,,0,,"2,000",,"2,000",,"2,000","2,000",,"2,000"
,,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"179,273","209,041",,,"209,041",,"228,847",,"230,439",,"231,271","232,128",,"233,011"
,,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"379,993","369,561",,,"369,561",,"377,604",,"389,008",,"394,843","400,766",,"406,777"
,,,,,,,,,,,,,,,,,,,,,
433070 Substance Abuse - Federal - ADA MHA Block Grant 97,,,,,,,,"37,429","37,429",,,"37,429",,"37,429",,"37,616",,"37,804","37,993",,"38,183"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433269 SA - Drug Federal Block Grant,,,,,,,,"68,049","68,049",,,"68,049",,"68,049",,"68,389",,"68,731","69,075",,"69,420"
,,,,,,,,,,,,,,,,,,,,,
