22003 Training,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
422359 Virginia Wireless E-911 Service,,,,,,,,"627,401",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 22003,,,,,,,"627,401",,0,,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,13,,,,12/5/2013   4:26:29PM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,,FY 2014,FY 2015,,FY 2016,,FY 2017,FY 2018,,FY 2019
,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0220 Emergency Communications and Citizen Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
22010 Emergency Communications,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,22,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
422359 Virginia Wireless E-911 Service,,,,,,,,"1,268,090","1,716,354",,,"1,716,354","1,716,354",,"1,716,354",,"1,716,354","1,716,354",,"1,716,354"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 22010,,,,,,,"1,268,112",,"1,716,354",,,"1,716,354","1,716,354",,"1,716,354","1,716,354",,"1,716,354"
,,,,,,,,,,,,,,,,,,,,
0220 Emergency Communications and Citizen Services,,,,,,,,"1,895,514","1,716,354",,,"1,716,354","1,716,354",,"1,716,354",,"1,716,354","1,716,354",,"1,716,354"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24001 Central Administraton,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"1,145",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,"-1,100",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415565 Medicaid ICF,,,,,,,,0,0,,,0,"230,000",,"230,000",,"230,000","230,000",,"230,000"
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"126,919","135,675",,,"135,675","132,584",,"132,584",,"132,584","132,584",,"132,584"
,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,0,"176,700",,,"176,700","195,139",,"195,139",,"195,139","195,139",,"195,139"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24001,,,,,,,"126,964",,"312,375",,,"557,723","557,723",,"557,723","557,723",,"557,723"
,,,,,,,,,,,,,,,,,,,,
24002 Information Technology Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"72,405","74,169",,,"74,169","72,405",,"72,405",,"72,405","72,405",,"72,405"
,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,0,"88,966",,,"88,966","88,966",,"88,966",,"88,966","88,966",,"88,966"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24002,,,,,,,"72,405",,"163,135",,,"161,371","161,371",,"161,371","161,371",,"161,371"
,,,,,,,,,,,,,,,,,,,,
24003 Reimbursement,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"50,410","30,851",,,"30,851","40,410",,"40,410",,"40,410","40,410",,"40,410"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24003,,,,,,,"50,410",,"30,851",,,"40,410","40,410",,"40,410","40,410",,"40,410"
,,,,,,,,,,,,,,,,,,,,
24004 Quality Assurance,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"1,590","1,099",,,"1,099","1,590",,"1,590",,"1,590","1,590",,"1,590"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24004,,,,,,,"1,590",,"1,099",,,"1,590","1,590",,"1,590","1,590",,"1,590"
,,,,,,,,,,,,,,,,,,,,
24005 Personnel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,372,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,0,"36,244",,,"36,244","36,244",,"36,244",,"36,244","36,244",,"36,244"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24005,,,,,,,372,,"36,244",,,"36,244","36,244",,"36,244","36,244",,"36,244"
,,,,,,,,,,,,,,,,,,,,
24006 Accounts Payable,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,0,"226,068",,,"226,068","226,068",,"226,068",,"226,068","226,068",,"226,068"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24006,,,,,,,0,,"226,068",,,"226,068","226,068",,"226,068","226,068",,"226,068"
,,,,,,,,,,,,,,,,,,,,
24007 Transportation,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"4,241","9,122",,,"9,122","5,395",,"5,395",,"5,395","5,395",,"5,395"
,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,"1,154",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415569 Medicaid Transportation,,,,,,,,"489,772","490,000",,,"490,000","489,772",,"489,772",,"489,772","489,772",,"489,772"
,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"2,435",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24007,,,,,,,"497,601",,"499,122",,,"495,167","495,167",,"495,167","495,167",,"495,167"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,14,,,,12/5/2013   4:26:29PM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,,FY 2014,FY 2015,,FY 2016,,FY 2017,FY 2018,,FY 2019
,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24101 MHSA Program Support,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
414178 Adam Thoroughgood House Admission,,,,,,,,-54,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,218,510,,,510,293,,293,,293,293,,293
,,,,,,,,,,,,,,,,,,,,
415051 Community Rehabilitation Fees,,,,,,,,54,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415220 Mental Health - Other,,,,,,,,7,20,,,20,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"95,262","100,413",,,"100,413","101,344",,"101,344",,"101,344","101,344",,"101,344"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24101,,,,,,,"95,488",,"100,943",,,"101,637","101,637",,"101,637","101,637",,"101,637"
,,,,,,,,,,,,,,,,,,,,
24102 Senior Adult Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,736,"1,002",,,"1,002",736,,736,,736,736,,736
,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,"3,997","5,537",,,"5,537","3,997",,"3,997",,"3,997","3,997",,"3,997"
,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,0,110,,,110,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,213,0,,,0,213,,213,,213,213,,213
,,,,,,,,,,,,,,,,,,,,
416011 Donations,,,,,,,,445,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"56,000","57,364",,,"57,364","57,829",,"57,829",,"57,829","57,829",,"57,829"
,,,,,,,,,,,,,,,,,,,,
433031 SEVAMP Grant,,,,,,,,"39,133","28,600",,,"28,600","28,600",,"28,600",,"28,600","28,600",,"28,600"
,,,,,,,,,,,,,,,,,,,,
433070 Substance Abuse - Federal - ADA MHA Block Grant 97,,,,,,,,"9,060","33,060",,,"33,060","33,060",,"33,060",,"33,060","33,060",,"33,060"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24102,,,,,,,"109,584",,"125,673",,,"124,435","124,435",,"124,435","124,435",,"124,435"
,,,,,,,,,,,,,,,,,,,,
24103 Adult Outpatient Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"146,929","134,373",,,"134,373","146,930",,"146,930",,"146,930","146,930",,"146,930"
,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,"121,405","133,251",,,"133,251","121,405",,"121,405",,"121,405","121,405",,"121,405"
,,,,,,,,,,,,,,,,,,,,
415054 State Rehabilitation Services,,,,,,,,"6,705","6,220",,,"6,220","6,705",,"6,705",,"6,705","6,705",,"6,705"
,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,"42,676","45,801",,,"45,801","42,676",,"42,676",,"42,676","42,676",,"42,676"
,,,,,,,,,,,,,,,,,,,,
415220 Mental Health - Other,,,,,,,,142,21,,,21,315,,315,,315,315,,315
,,,,,,,,,,,,,,,,,,,,
415505 MHSA - Probation/Pre-Trial,,,,,,,,"11,072","14,555",,,"14,555","11,072",,"11,072",,"11,072","11,072",,"11,072"
,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,346,"3,747",,,"3,747","3,747",,"3,747",,"3,747","3,747",,"3,747"
,,,,,,,,,,,,,,,,,,,,
415551 Handling Fee - Medications,,,,,,,,64,50,,,50,64,,64,,64,64,,64
,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"72,950","79,233",,,"79,233","69,250",,"69,250",,"69,250","69,250",,"69,250"
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"1,866,369","1,861,213",,,"1,861,213","1,876,289",,"1,876,289",,"1,876,289","1,876,289",,"1,876,289"
,,,,,,,,,,,,,,,,,,,,
433070 Substance Abuse - Federal - ADA MHA Block Grant 97,,,,,,,,"74,387","101,533",,,"101,533","101,533",,"101,533",,"101,533","101,533",,"101,533"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
433269 SA - Drug Federal Block Grant,,,,,,,,"117,784","117,784",,,"117,784","117,784",,"117,784",,"117,784","117,784",,"117,784"
,,,,,,,,,,,,,,,,,,,,
433337 Psychiatric Staff Support,,,,,,,,"18,114","16,899",,,"16,899","16,899",,"16,899",,"16,899","16,899",,"16,899"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24103,,,,,,,"2,478,945",,"2,514,680",,,"2,514,669","2,514,669",,"2,514,669","2,514,669",,"2,514,669"
,,,,,,,,,,,,,,,,,,,,
24104 MH Community Rehabilitation,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"4,522","4,527",,,"4,527","4,522",,"4,522",,"4,522","4,522",,"4,522"
,,,,,,,,,,,,,,,,,,,,
415051 Community Rehabilitation Fees,,,,,,,,"17,399","19,274",,,"19,274","17,399",,"17,399",,"17,399","17,399",,"17,399"
,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,0,"3,600",,,"3,600","3,600",,"3,600",,"3,600","3,600",,"3,600"
,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"883,811","928,100",,,"928,100","928,100",,"928,100",,"928,100","928,100",,"928,100"
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"435,571","446,180",,,"446,180","449,794",,"449,794",,"449,794","449,794",,"449,794"
,,,,,,,,,,,,,,,,,,,,
433453 USDA,,,,,,,,"49,618","46,570",,,"46,570","46,570",,"46,570",,"46,570","46,570",,"46,570"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24104,,,,,,,"1,390,920",,"1,448,251",,,"1,449,985","1,449,985",,"1,449,985","1,449,985",,"1,449,985"
,,,,,,,,,,,,,,,,,,,,
24105 MH Emergency Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"23,574","22,357",,,"22,357","23,574",,"23,574",,"23,574","23,574",,"23,574"
,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,589,"1,200",,,"1,200",589,,589,,589,589,,589
,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,80,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"45,582","49,893",,,"49,893","55,568",,"55,568",,"55,568","55,568",,"55,568"
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"784,931","796,217",,,"796,217","802,666",,"802,666",,"802,666","802,666",,"802,666"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24105,,,,,,,"854,755",,"869,667",,,"882,397","882,397",,"882,397","882,397",,"882,397"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,15,,,,12/5/2013   4:26:29PM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,,FY 2014,FY 2015,,FY 2016,,FY 2017,FY 2018,,FY 2019
,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24106 Child and Youth Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"31,040","25,000",,,"25,000","29,404",,"29,404",,"29,404","29,404",,"29,404"
,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,"75,637","71,572",,,"71,572","40,044",,"40,044",,"40,044","40,044",,"40,044"
,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,"64,156","62,731",,,"62,731",0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,-310,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415511 Restoration Counseling - State,,,,,,,,"13,463","25,000",,,"25,000","6,732",,"6,732",,"6,732","6,732",,"6,732"
,,,,,,,,,,,,,,,,,,,,
415552 CSA - DSS,,,,,,,,"13,735","38,000",,,"38,000","65,889",,"65,889",,"65,889","65,889",,"65,889"
,,,,,,,,,,,,,,,,,,,,
415553 CSA-Parental Agreement,,,,,,,,"35,262","40,000",,,"40,000","7,836",,"7,836",,"7,836","7,836",,"7,836"
,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"558,449","880,625",,,"880,625","890,483",,"890,483",,"890,483","890,483",,"890,483"
,,,,,,,,,,,,,,,,,,,,
416011 Donations,,,,,,,,"3,000",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"189,399","194,012",,,"194,012","194,012",,"194,012",,"194,012","194,012",,"194,012"
,,,,,,,,,,,,,,,,,,,,
422062 State Medicaid - MH,,,,,,,,0,0,,,0,"88,690",,"88,690",,"88,690","88,690",,"88,690"
,,,,,,,,,,,,,,,,,,,,
422501 MH - C & Y Initiatives ISP,,,,,,,,"338,661","338,661",,,"338,661","338,661",,"338,661",,"338,661","338,661",,"338,661"
,,,,,,,,,,,,,,,,,,,,
433034 Child Day Treatment - Federal,,,,,,,,"218,546","194,064",,,"194,064","194,064",,"194,064",,"194,064","194,064",,"194,064"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24106,,,,,,,"1,541,037",,"1,869,665",,,"1,855,815","1,855,815",,"1,855,815","1,855,815",,"1,855,815"
,,,,,,,,,,,,,,,,,,,,
24108 Residential Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"2,342","2,505",,,"2,505","2,342",,"2,342",,"2,342","2,342",,"2,342"
,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,"217,827","215,607",,,"215,607","217,827",,"217,827",,"217,827","217,827",,"217,827"
,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"555,466","535,878",,,"535,878","463,000",,"463,000",,"463,000","463,000",,"463,000"
,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"1,049",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"690,204","865,957",,,"865,957","872,971",,"872,971",,"872,971","872,971",,"872,971"
,,,,,,,,,,,,,,,,,,,,
422365 MH - ESD,,,,,,,,"392,280","392,280",,,"392,280","395,457",,"395,457",,"395,457","395,457",,"395,457"
,,,,,,,,,,,,,,,,,,,,
422571 MH NGRI,,,,,,,,"10,500",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
422576 SA Region V Residential,,,,,,,,"131,215","134,411",,,"134,411","135,500",,"135,500",,"135,500","135,500",,"135,500"
,,,,,,,,,,,,,,,,,,,,
422578 HPR V-Reinvestment,,,,,,,,"33,795",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
433070 Substance Abuse - Federal - ADA MHA Block Grant 97,,,,,,,,"165,417","165,417",,,"165,417","115,417",,"115,417",,"115,417","115,417",,"115,417"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
433269 SA - Drug Federal Block Grant,,,,,,,,"194,114","194,113",,,"194,113","194,729",,"194,729",,"194,729","194,729",,"194,729"
,,,,,,,,,,,,,,,,,,,,
433271 SA Residential Pos Federal Block Grant,,,,,,,,"65,231",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24108,,,,,,,"2,459,439",,"2,506,168",,,"2,397,243","2,397,243",,"2,397,243","2,397,243",,"2,397,243"
,,,,,,,,,,,,,,,,,,,,
24112 MH Case Management Unit,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"21,598","25,038",,,"25,038","21,598",,"21,598",,"21,598","21,598",,"21,598"
,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,448,"2,245",,,"2,245",448,,448,,448,448,,448
,,,,,,,,,,,,,,,,,,,,
415060 Sentara Medicaid,,,,,,,,511,663,,,663,511,,511,,511,511,,511
,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,"12,195","15,000",,,"15,000","124,671",,"124,671",,"124,671","124,671",,"124,671"
,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"1,079,936","1,086,334",,,"1,086,334","1,184,316",,"1,184,316",,"1,184,316","1,184,316",,"1,184,316"
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"737,919","849,800",,,"849,800","856,683",,"856,683",,"856,683","856,683",,"856,683"
,,,,,,,,,,,,,,,,,,,,
433070 Substance Abuse - Federal - ADA MHA Block Grant 97,,,,,,,,"100,742","100,742",,,"100,742","100,742",,"100,742",,"100,742","100,742",,"100,742"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24112,,,,,,,"1,953,349",,"2,079,822",,,"2,288,969","2,288,969",,"2,288,969","2,288,969",,"2,288,969"
,,,,,,,,,,,,,,,,,,,,
24121 MH PATH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,0,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"56,502","57,878",,,"57,878","58,347",,"58,347",,"58,347","58,347",,"58,347"
,,,,,,,,,,,,,,,,,,,,
433267 MH PATH Grant,,,,,,,,"124,538","117,746",,,"117,746","147,746",,"147,746",,"147,746","147,746",,"147,746"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24121,,,,,,,"181,040",,"175,624",,,"206,093","206,093",,"206,093","206,093",,"206,093"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,16,,,,12/5/2013   4:26:29PM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,,FY 2014,FY 2015,,FY 2016,,FY 2017,FY 2018,,FY 2019
,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24123 Harbour,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,49,100,,,100,192,,192,,192,192,,192
,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,"2,932",0,,,0,"4,798",,"4,798",,"4,798","4,798",,"4,798"
,,,,,,,,,,,,,,,,,,,,
415562 Medicaid MH,,,,,,,,"473,678","455,361",,,"455,361","490,686",,"490,686",,"490,686","490,686",,"490,686"
,,,,,,,,,,,,,,,,,,,,
416011 Donations,,,,,,,,500,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"53,018","52,189",,,"52,189","52,612",,"52,612",,"52,612","52,612",,"52,612"
,,,,,,,,,,,,,,,,,,,,
433505 CO - Occuring FBG,,,,,,,,"34,574","35,856",,,"35,856","35,856",,"35,856",,"35,856","35,856",,"35,856"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24123,,,,,,,"564,750",,"543,506",,,"584,144","584,144",,"584,144","584,144",,"584,144"
,,,,,,,,,,,,,,,,,,,,
24201 DS Program Clinical Support,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,350,"1,200",,,"1,200",0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,6,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24201,,,,,,,356,,"1,200",,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
24202 DS Case Management,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"11,107","12,925",,,"12,925","11,107",,"11,107",,"11,107","11,107",,"11,107"
,,,,,,,,,,,,,,,,,,,,
415563 Medicaid MR SPO,,,,,,,,"2,576,303","2,288,191",,,"2,288,191","2,306,356",,"2,306,356",,"2,306,356","2,306,356",,"2,306,356"
,,,,,,,,,,,,,,,,,,,,
415564 Medicaid MR Waiver,,,,,,,,"2,612",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
422056 Mental Health and Retardation,,,,,,,,"100,519","107,839",,,"107,839","107,839",,"107,839",,"107,839","107,839",,"107,839"
,,,,,,,,,,,,,,,,,,,,
422541 MR OBRA,,,,,,,,"30,985","25,700",,,"25,700","25,700",,"25,700",,"25,700","25,700",,"25,700"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24202,,,,,,,"2,721,526",,"2,434,655",,,"2,451,002","2,451,002",,"2,451,002","2,451,002",,"2,451,002"
,,,,,,,,,,,,,,,,,,,,
24203 DS Employment Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"11,609","9,587",,,"9,587","12,868",,"12,868",,"12,868","12,868",,"12,868"
,,,,,,,,,,,,,,,,,,,,
415048 Other Insurance,,,,,,,,"1,259",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415054 State Rehabilitation Services,,,,,,,,"266,294","300,656",,,"300,656","266,294",,"266,294",,"266,294","266,294",,"266,294"
,,,,,,,,,,,,,,,,,,,,
415506 Contracts - Other,,,,,,,,"13,492",0,,,0,"10,734",,"10,734",,"10,734","10,734",,"10,734"
,,,,,,,,,,,,,,,,,,,,
415563 Medicaid MR SPO,,,,,,,,0,"42,239",,,"42,239","40,792",,"40,792",,"40,792","40,792",,"40,792"
,,,,,,,,,,,,,,,,,,,,
415564 Medicaid MR Waiver,,,,,,,,"444,650","420,203",,,"420,203","444,649",,"444,649",,"444,649","444,649",,"444,649"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 24203,,,,,,,"737,304",,"772,685",,,"775,337","775,337",,"775,337","775,337",,"775,337"
,,,,,,,,,,,,,,,,,,,,
24204 DS Skillquest,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
