"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,FY 2012,FY 2013,,FY 2014,FY 2015,,FY 2016,,FY 2017,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"79,576",,"79,576",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"242,059",0,,"7,493",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"108,388",,"108,388",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,0,"26,571",,"26,571",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,0,"27,917",,"27,917",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"31,109",0,,855,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601330,,Part-Time Professional Salaries,,,,,,0,"15,407",,"15,407",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601370,,Part-Time Clerical Salaries,,,,,,0,"18,806",,"18,806",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"16,131","17,153",,"17,671",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"3,773","4,010",,"4,132",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"42,623","42,622",,"43,939",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"27,000","32,400",,"32,400",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,679,679,,700,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,162,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,104,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,20,150,,150,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,50,59,,59,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"4,170","3,892",,"3,892",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"3,588","4,757",,"4,757",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,75,60,,60,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,100,500,,500,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,61,918,,918,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,100,100,,100,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"2,073","2,106",,"2,106",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606011,,Instructional Supplies,,,,,,"1,119","1,300",,"1,300",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,88,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,35,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,0,400,,400,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
12050 South Rosemont Youth Library ,,,,,,,,"375,119","387,771",,"398,097",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
12051 Mobile Services ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"115,798",0,,"3,239",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"129,574",,"129,574",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"30,823",0,,648,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601350,,Part-Time Technical Salaries,,,,,,0,"25,932",,"25,932",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"8,797","9,641",,"9,882",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"2,057","2,255",,"2,311",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"20,357","22,779",,"23,348",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"21,600","16,200",,"16,200",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,324,363,,372,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,68,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"6,619","7,756",,"7,756",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,"2,283","3,600",,"3,600",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,10,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,67,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   3:56:36PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,FY 2012,FY 2013,,FY 2014,FY 2015,,FY 2016,,FY 2017,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0120 Library    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
12051 Mobile Services ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,0,44,,44,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"1,598","1,500",,"1,500",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,110,500,,500,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,0,312,,312,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605507,,Mandated Certification,,,,,,0,256,,256,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,80,130,,130,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"3,784","1,566",,"1,566",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606011,,Instructional Supplies,,,,,,"2,795","1,734",,"1,734",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,0,153,,153,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
12051 Mobile Services ,,,,,,,,"217,103","224,295",,"229,057",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
12053 Records Management ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"43,541",,"43,541","44,629",,"44,629","44,629",,"44,629",,"44,629",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"188,042",0,,"3,024",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601140,,Supervisory Salaries,,,,,,0,"96,535",,"96,535","97,598",,"97,598","97,598",,"97,598",,"97,598",,
,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,0,"34,905",,"34,905","35,777",,"35,777","35,777",,"35,777",,"35,777",,
,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"12,824",0,,301,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601370,,Part-Time Clerical Salaries,,,,,,0,"12,036",,"12,036","12,337",,"12,337","12,337",,"12,337",,"12,337",,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"38,371","47,719",,"47,719","49,304",,"50,783","52,307",,"53,876",,"55,492",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"11,926","11,595",,"11,801","11,801",,"11,801","11,801",,"11,801",,"11,801",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"2,789","2,712",,"2,760","2,760",,"2,760","2,760",,"2,760",,"2,760",,
,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"32,631","28,745",,"29,277","34,658",,"34,658","38,010",,"38,010",,"41,362",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"22,950","21,600",,"21,600","24,628",,"24,628","24,628",,"24,628",,"24,628",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,520,458,,466,"1,995",,"1,995","1,995",,"1,995",,"1,995",,
,,,,,,,,,,,,,,,,,,,,,
602403,,Employee Service Awards,,,,,,100,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,0,52,,52,52,,54,55,,57,,59,,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,"1,680",500,,500,"1,850",,"1,906","1,963",,"2,022",,"2,082",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603403,,Photographic Services,,,,,,625,"1,200",,"1,200","1,000",,"1,030","1,061",,"1,093",,"1,126",,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"42,086","50,860",,"50,860","41,720",,"41,720","41,720",,"41,720",,"41,720",,
,,,,,,,,,,,,,,,,,,,,,
603428,,Document Management Services,,,,,,0,0,,0,"5,000",,"5,150","5,305",,"5,464",,"5,628",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"3,954","3,750",,"3,750","3,750",,"3,750","3,750",,"3,750",,"3,750",,
,,,,,,,,,,,,,,,,,,,,,
604120,,Existing Subscriptions,,,,,,0,"1,548",,"1,548","1,548",,"1,548","1,548",,"1,548",,"1,548",,
,,,,,,,,,,,,,,,,,,,,,
604121,,New Subscriptions,,,,,,"1,548",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"2,405","2,405",,"2,405","2,405",,"2,477","2,551",,"2,628",,"2,707",,
,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,"1,907","2,000",,"2,000","2,000",,"2,060","2,122",,"2,185",,"2,251",,
,,,,,,,,,,,,,,,,,,,,,
604204,,Motor Pool Charges,,,,,,0,150,,150,150,,150,150,,150,,150,,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,981,"1,495",,"1,495","1,300",,"1,300","1,300",,"1,300",,"1,300",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"1,020","1,020",,"1,020","6,007",,"6,908","7,944",,"9,136",,"10,506",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,66,75,,75,75,,77,80,,82,,84,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,172,350,,350,350,,361,371,,382,,394,,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"3,091","3,610",,"3,610","3,500",,"3,605","3,713",,"3,825",,"3,939",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"1,035",650,,650,"1,000",,"1,030","1,061",,"1,093",,"1,126",,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,855,845,,845,910,,937,965,,994,,"1,024",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"12,755","13,000",,"13,000","13,100",,"13,493","13,898",,"14,315",,"14,744",,
,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,202,300,,300,300,,309,318,,328,,338,,
,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,0,100,,100,100,,103,106,,109,,113,,
,,,,,,,,,,,,,,,,,,,,,
609130,,"Buildings - Alterations, Additions, & Improvements",,,,,,"48,674",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
12053 Records Management ,,,,,,,,"433,209","383,756",,"387,875","401,604",,"404,933","411,823",,"415,591",,"422,967",,
,,,,,,,,,,,,,,,,,,,,,
12071 Technology Services ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"92,282",,"92,282","99,318",,"99,318","99,318",,"99,318",,"99,318",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"323,037",0,,"12,858",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"232,890",,"232,890","238,712",,"238,712","238,712",,"238,712",,"238,712",,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,68,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   3:56:36PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,FY 2012,FY 2013,,FY 2014,FY 2015,,FY 2016,,FY 2017,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0120 Library    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
12071 Technology Services ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"10,267","18,759",,"18,759","18,759",,"19,322","19,901",,"20,498",,"21,113",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"19,279","20,160",,"20,957","20,958",,"20,958","20,958",,"20,958",,"20,958",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"4,509","4,714",,"4,901","4,901",,"4,901","4,901",,"4,901",,"4,901",,
,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"57,165","57,166",,"59,426","69,905",,"69,905","76,665",,"76,665",,"83,426",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"27,000","27,000",,"27,000","30,785",,"30,785","30,785",,"30,785",,"30,785",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,911,910,,946,"4,023",,"4,023","4,023",,"4,023",,"4,023",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,189,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603204,,Software Support and Maintenance,,,,,,"110,373","193,753",,"193,753","206,740",,"212,942","219,330",,"225,910",,"232,688",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"7,793",0,,0,"13,200",,"13,200","13,200",,"13,200",,"13,200",,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"4,099","4,031",,"4,031","4,031",,"4,031","4,031",,"4,031",,"4,031",,
,,,,,,,,,,,,,,,,,,,,,
604107,,Telecommunications - WAN,,,,,,"164,944","189,822",,"189,822","189,822",,"189,822","189,822",,"189,822",,"189,822",,
,,,,,,,,,,,,,,,,,,,,,
604120,,Existing Subscriptions,,,,,,"16,578","21,296",,"21,296","21,296",,"21,296","21,296",,"21,296",,"21,296",,
,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"1,137",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"2,483","1,099",,"1,099","1,500",,"1,500","1,500",,"1,500",,"1,500",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,980,980,,980,"1,194",,"1,373","1,579",,"1,816",,"2,088",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,"32,000","30,240",,"30,240",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605202,,Messenger Services,,,,,,0,50,,50,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"2,621","1,548",,"1,548","1,548",,"1,594","1,642",,"1,692",,"1,742",,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"10,316","10,000",,"10,000","8,021",,"8,262","8,509",,"8,765",,"9,028",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,432,200,,200,400,,412,424,,437,,450,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,600,700,,700,710,,731,753,,776,,799,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"7,231",600,,600,"1,200",,"1,236","1,273",,"1,311",,"1,351",,
,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,"2,077","6,000",,"6,000","4,000",,"4,120","4,244",,"4,371",,"4,502",,
,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,"21,266","13,000",,"13,000","10,000",,"10,300","10,609",,"10,927",,"11,255",,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,"13,916","20,000",,"20,000","20,000",,"20,600","21,218",,"21,855",,"22,510",,
,,,,,,,,,,,,,,,,,,,,,
607107,,Replacement of Computer Equipment,,,,,,"79,302",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
607307,,Computer Equipment,,,,,,"49,525",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
12071 Technology Services ,,,,,,,,"970,030","947,200",,"963,338","971,023",,"979,343","994,695",,"1,003,569",,"1,019,499",,
,,,,,,,,,,,,,,,,,,,,,
12072 Materials Management ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"129,048",,"129,048","75,179",,"75,179","75,179",,"75,179",,"75,179",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"949,730",0,,"21,705",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"392,237",,"392,237","402,042",,"402,042","402,042",,"402,042",,"402,042",,
,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,0,"210,999",,"210,999","218,966",,"218,966","218,966",,"218,966",,"218,966",,
,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,0,"135,901",,"135,901","139,299",,"139,299","139,299",,"139,299",,"139,299",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"56,622","53,826",,"55,171","51,803",,"51,803","51,803",,"51,803",,"51,803",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"13,242","12,590",,"12,905","12,115",,"12,115","12,115",,"12,115",,"12,115",,
,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"166,581","152,627",,"156,442","172,780",,"172,780","189,488",,"189,488",,"206,199",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"118,800","108,000",,"108,000","116,983",,"116,983","116,983",,"116,983",,"116,983",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"2,653","2,429",,"2,490","9,944",,"9,944","9,944",,"9,944",,"9,944",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,351,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602403,,Employee Service Awards,,,,,,100,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,320,480,,480,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603204,,Software Support and Maintenance,,,,,,"29,336","6,106",,"6,106","6,106",,"6,289","6,478",,"6,672",,"6,872",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"113,978","90,107",,"90,107","87,798",,"87,798","87,798",,"87,798",,"87,798",,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"8,120","7,746",,"7,746","7,745",,"7,745","7,745",,"7,745",,"7,745",,
,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"1,595","1,595",,"1,595","1,595",,"1,643","1,692",,"1,743",,"1,795",,
,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,"3,850","4,384",,"4,384","5,000",,"5,150","5,305",,"5,464",,"5,628",,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"2,678","3,002",,"3,002","1,500",,"1,500","1,500",,"1,500",,"1,500",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"5,710","5,710",,"5,710","5,721",,"6,579","7,566",,"8,701",,"10,006",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,"12,136","14,061",,"14,061","15,000",,"15,450","15,914",,"16,391",,"16,883",,
,,,,,,,,,,,,,,,,,,,,,
605202,,Messenger Services,,,,,,444,500,,500,300,,309,318,,328,,338,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,206,225,,225,200,,206,212,,219,,225,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,69,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   3:56:36PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,FY 2012,FY 2013,,FY 2014,FY 2015,,FY 2016,,FY 2017,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0120 Library    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
12072 Materials Management ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
605401,,Lease/Rent of Equipment,,,,,,"1,976","1,525",,"1,525","1,200",,"1,236","1,273",,"1,311",,"1,351",,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"8,925","12,400",,"12,400","9,000",,"9,270","9,548",,"9,835",,"10,130",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,535,900,,900,790,,814,838,,863,,889,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"1,500","1,450",,"1,450","1,350",,"1,391","1,432",,"1,475",,"1,519",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"16,684","15,504",,"15,504","8,675",,"8,935","9,203",,"9,479",,"9,764",,
,,,,,,,,,,,,,,,,,,,,,
606009,,Vehicle and Powered Equipment Supplies,,,,,,57,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606011,,Instructional Supplies,,,,,,"36,346","122,102",,"132,102","269,602",,"277,690","286,021",,"294,601",,"303,439",,
,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,"1,916,546","1,786,391",,"1,886,391","2,436,122",,"2,080,206","2,142,612",,"2,206,890",,"2,273,097",,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,267,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,322,300,,300,300,,309,318,,328,,338,,
,,,,,,,,,,,,,,,,,,,,,
12072 Materials Management ,,,,,,,,"3,469,610","3,272,145",,"3,409,386","4,057,115",,"3,711,630","3,801,592",,"3,877,162",,"3,971,846",,
,,,,,,,,,,,,,,,,,,,,,
12500 Youth and Family Services ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"62,000",,"62,000","63,550",,"63,550","63,550",,"63,550",,"63,550",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"297,506",0,,"13,367",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"349,208",,"349,208","401,306",,"462,696","462,696",,"462,696",,"462,696",,
,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,0,"40,480",,"40,480","43,566",,"43,566","43,566",,"43,566",,"43,566",,
,,,,,,,,,,,,,,,,,,,,,
