"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,FY 2014,FY 2015,,FY 2016,FY 2017,,FY 2018,,FY 2019,,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"531,162",0,,"8,659",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"168,626",,"168,626","173,722",,"173,722","173,722",,"173,722",,"173,722",,
,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,0,"123,767",,"123,767","127,508",,"127,508","127,508",,"127,508",,"127,508",,
,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,0,"82,239",,"82,239","84,723",,"84,723","84,723",,"84,723",,"84,723",,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,73,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:48:29PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,FY 2014,FY 2015,,FY 2016,FY 2017,,FY 2018,,FY 2019,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0130 Planning    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
13110 Director's Office ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"24,625","105,145",,"105,145","59,505",,"59,505","59,505",,"59,505",,"59,505",,
,,,,,,,,,,,,,,,,,,,,,
601406,,Board Member Compensation,,,,,,"2,000",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"31,196","35,592",,"36,129","37,139",,"37,449","37,759",,"38,069",,"38,100",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"7,560","8,653",,"8,778","8,909",,"8,909","8,909",,"8,909",,"8,909",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"103,812","95,381",,"96,869","103,524",,"98,265","103,524",,"103,524",,"114,045",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,"12,552",,"12,552","14,581",,"14,581","16,231",,"16,231",,"17,879",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"42,472","78,735",,"78,735","82,148",,"82,148","82,148",,"82,148",,"82,148",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"6,344","7,028",,"7,131","7,242",,"7,242","7,242",,"7,242",,"7,242",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,173,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602970,,Car Allowance,,,,,,"6,000","6,000",,"6,000","6,000",,"6,000","6,000",,"6,000",,"6,000",,
,,,,,,,,,,,,,,,,,,,,,
603107,,Legal Support Charges,,,,,,0,"1,981",,"1,981","28,500",,"28,500","28,500",,"28,500",,"28,500",,
,,,,,,,,,,,,,,,,,,,,,
603117,,Technological Services,,,,,,376,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,8,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,0,720,,720,720,,720,720,,720,,720,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603204,,Software Support and Maintenance,,,,,,"3,700","122,967",,"122,967","120,000",,"120,000","120,000",,"120,000",,"120,000",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,"22,563","6,725",,"6,725","21,753",,"21,753","21,753",,"21,753",,"21,753",,
,,,,,,,,,,,,,,,,,,,,,
603401,,Printing And Binding (Outside),,,,,,"25,486","14,406",,"14,406","20,854",,"20,854","20,854",,"20,854",,"20,854",,
,,,,,,,,,,,,,,,,,,,,,
603403,,Photographic Services,,,,,,0,500,,500,500,,500,500,,500,,500,,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"52,155",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"30,570","30,649",,"30,649","30,649",,"30,649","30,649",,"30,649",,"30,649",,
,,,,,,,,,,,,,,,,,,,,,
604120,,Existing Subscriptions,,,,,,"13,507","13,507",,"13,507","13,507",,"13,507","13,507",,"13,507",,"13,507",,
,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,971,414,,414,"1,358",,"1,358","1,358",,"1,358",,"1,358",,
,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,510,"1,000",,"1,000","1,000",,"1,000","1,000",,"1,000",,"1,000",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"2,935","2,678",,"2,678","2,493",,"2,493","2,493",,"2,493",,"2,493",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,"5,945","3,500",,"3,500","5,336",,"5,336","5,336",,"5,336",,"5,336",,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"10,097","8,554",,"8,554","8,554",,"8,554","8,554",,"8,554",,"8,554",,
,,,,,,,,,,,,,,,,,,,,,
605401,,Lease/Rent of Equipment,,,,,,"5,594","5,594",,"5,594","5,594",,"5,594","5,594",,"5,594",,"5,594",,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"8,770","12,000",,"12,000","12,000",,"12,000","12,000",,"12,000",,"12,000",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"4,012","10,000",,"10,000","10,000",,"10,000","10,000",,"10,000",,"10,000",,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"6,765","8,850",,"8,850","8,850",,"8,850","8,850",,"8,850",,"8,850",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"19,929","17,018",,"17,018","39,018",,"39,018","39,018",,"39,018",,"39,018",,
,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"27,802",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,523,"1,100",,"1,100","1,100",,"1,100","1,100",,"1,100",,"1,100",,
,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,57,"2,900",,"2,900","7,900",,"7,900","7,900",,"7,900",,"7,900",,
,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,"4,222","2,000",,"2,000","5,730",,"5,730","5,730",,"5,730",,"5,730",,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,78,250,,250,250,,250,250,,250,,250,,
,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,462,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
607801,,Replace Computer Workstation,,,,,,0,"86,990",,"86,990",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
13110 Director's Office ,,,,,,,,"1,002,382","1,294,047",,"1,304,959","1,273,222",,"1,268,273","1,275,492",,"1,275,802",,"1,288,002",,
,,,,,,,,,,,,,,,,,,,,,
13120 Environment and Sustainability ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"101,314",,"101,314","104,376",,"104,376","104,376",,"104,376",,"104,376",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"174,943",0,,"2,591",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"75,378",,"75,378","121,856",,"121,856","121,856",,"121,856",,"121,856",,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"72,453","57,000",,"57,000","89,817",,"89,817","89,817",,"89,817",,"89,817",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"10,407","10,954",,"11,115","14,026",,"14,026","14,026",,"14,026",,"14,026",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"2,434","2,562",,"2,600","3,280",,"3,280","3,280",,"3,280",,"3,280",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"34,429","33,006",,"33,451","35,824",,"34,003","35,824",,"35,824",,"39,465",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,0,,0,"7,815",,"7,815","8,699",,"8,699",,"9,583",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"12,260","23,553",,"23,553","30,542",,"30,542","30,542",,"30,542",,"30,542",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"2,082","2,103",,"2,133","2,692",,"2,692","2,692",,"2,692",,"2,692",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,43,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,15,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603150,,Professional Services - City,,,,,,0,0,,0,"50,000",,"50,000","50,000",,"50,000",,"50,000",,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,74,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:48:29PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,FY 2014,FY 2015,,FY 2016,FY 2017,,FY 2018,,FY 2019,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0130 Planning    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
13120 Environment and Sustainability ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"53,583",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,547,499,,499,465,,465,465,,465,,465,,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,2,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,285,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
13120 Environment and Sustainability ,,,,,,,,"363,482","306,369",,"309,634","460,693",,"458,872","461,577",,"461,577",,"466,102",,
,,,,,,,,,,,,,,,,,,,,,
13121 Chesapeake Bay Program ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"152,227",,"152,227","156,827",,"156,827","156,827",,"156,827",,"156,827",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"150,720",0,,"2,231",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,980,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"8,847","9,438",,"9,576","9,723",,"9,723","9,723",,"9,723",,"9,723",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"2,069","2,208",,"2,240","2,274",,"2,274","2,274",,"2,274",,"2,274",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"27,270","17,156",,"17,540","18,621",,"17,675","18,621",,"18,621",,"20,513",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,"9,468",,"9,468","10,998",,"10,998","12,243",,"12,243",,"13,487",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"13,296","20,292",,"20,292","21,172",,"21,172","21,172",,"21,172",,"21,172",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"1,794","1,812",,"1,839","1,866",,"1,866","1,866",,"1,866",,"1,866",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,43,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,516,471,,471,439,,439,439,,439,,439,,
,,,,,,,,,,,,,,,,,,,,,
13121 Chesapeake Bay Program ,,,,,,,,"205,535","213,072",,"215,884","221,920",,"220,974","223,165",,"223,165",,"226,301",,
,,,,,,,,,,,,,,,,,,,,,
13122 Wetlands Program ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"81,774",0,,"2,382",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,0,"92,076",,"92,076","98,523",,"98,523","98,523",,"98,523",,"98,523",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"4,887","5,709",,"5,847","6,109",,"6,109","6,109",,"6,109",,"6,109",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"1,143","1,335",,"1,369","1,428",,"1,428","1,428",,"1,428",,"1,428",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"15,060","10,556",,"10,965","11,458",,"10,875","11,458",,"11,458",,"12,622",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,"5,577",,"5,577","7,126",,"7,126","7,932",,"7,932",,"8,738",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"7,945","12,274",,"12,274","13,301",,"13,301","13,301",,"13,301",,"13,301",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,973,"1,095",,"1,124","1,173",,"1,173","1,173",,"1,173",,"1,173",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,43,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,37,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,430,392,,392,365,,365,365,,365,,365,,
,,,,,,,,,,,,,,,,,,,,,
13122 Wetlands Program ,,,,,,,,"112,293","129,014",,"132,006","139,483",,"138,900","140,289",,"140,289",,"142,259",,
,,,,,,,,,,,,,,,,,,,,,
13130 Transportation Planning ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"71,682",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"4,418",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"1,033",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"13,574",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"4,873",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,821,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,240,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,510,0,,0,434,,434,434,,434,,434,,
,,,,,,,,,,,,,,,,,,,,,
13130 Transportation Planning ,,,,,,,,"97,150",0,,0,434,,434,434,,434,,434,,
,,,,,,,,,,,,,,,,,,,,,
13140 Comprehensive Planning ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"88,876",,"88,876","171,733",,"171,733","171,733",,"171,733",,"171,733",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"351,069",0,,"5,181",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"264,524",,"264,524","199,636",,"199,636","199,636",,"199,636",,"199,636",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"20,455","21,910",,"22,231","23,062",,"23,062","23,062",,"23,062",,"23,062",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"4,784","5,125",,"5,200","5,394",,"5,394","5,394",,"5,394",,"5,394",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"69,148","49,413",,"50,303","73,086",,"69,372","73,086",,"73,086",,"80,513",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,"13,936",,"13,936",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"33,195","47,108",,"47,108","50,135",,"50,135","50,135",,"50,135",,"50,135",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"4,181","4,206",,"4,268","4,419",,"4,419","4,419",,"4,419",,"4,419",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,86,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,50,0,,0,600,,600,600,,600,,600,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,75,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:48:29PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,FY 2014,FY 2015,,FY 2016,FY 2017,,FY 2018,,FY 2019,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0130 Planning    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
13140 Comprehensive Planning ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,0,0,,0,"15,000",,"15,000","15,000",,"15,000",,"15,000",,
,,,,,,,,,,,,,,,,,,,,,
603401,,Printing And Binding (Outside),,,,,,"1,400",0,,0,"36,000",,"36,000","36,000",,"36,000",,"36,000",,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,0,0,,0,"35,000",,"35,000","35,000",,"35,000",,"35,000",,
,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,0,770,,770,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"1,910","1,743",,"1,743","1,623",,"1,623","1,623",,"1,623",,"1,623",,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,0,0,,0,"9,000",,"9,000","9,000",,"9,000",,"9,000",,
,,,,,,,,,,,,,,,,,,,,,
13140 Comprehensive Planning ,,,,,,,,"486,277","497,611",,"504,140","624,688",,"620,974","624,688",,"624,688",,"632,115",,
,,,,,,,,,,,,,,,,,,,,,
13150 Current Planning ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"91,707",,"91,707","94,479",,"94,479","94,479",,"94,479",,"94,479",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"329,953",0,,"5,480",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"260,146",,"260,146","239,462",,"239,462","239,462",,"239,462",,"239,462",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"19,618","21,815",,"22,135","20,705",,"20,705","20,705",,"20,705",,"20,705",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"4,588","5,101",,"5,176","4,842",,"4,842","4,842",,"4,842",,"4,842",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"63,775","65,726",,"66,613","46,900",,"44,518","46,900",,"46,900",,"51,666",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,0,,0,"16,907",,"16,907","18,819",,"18,819",,"20,731",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"29,581","46,902",,"46,902","45,083",,"45,083","45,083",,"45,083",,"45,083",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"3,951","4,188",,"4,250","3,974",,"3,974","3,974",,"3,974",,"3,974",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,86,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602403,,Employee Service Awards,,,,,,100,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"6,169","5,630",,"5,630","5,241",,"5,241","5,241",,"5,241",,"5,241",,
,,,,,,,,,,,,,,,,,,,,,
13150 Current Planning ,,,,,,,,"457,822","501,215",,"508,039","477,593",,"475,211","479,505",,"479,505",,"486,183",,
,,,,,,,,,,,,,,,,,,,,,
13151 Zoning Administration ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"106,508",,"106,508","109,726",,"109,726","109,726",,"109,726",,"109,726",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"764,394",0,,"11,358",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"70,744",,"70,744","72,882",,"72,882","72,882",,"72,882",,"72,882",,
,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,0,"597,488",,"597,488","614,705",,"614,705","614,705",,"614,705",,"614,705",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"45,769","48,034",,"48,739","49,433",,"49,433","49,433",,"49,433",,"49,433",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"10,704","11,234",,"11,399","11,559",,"11,559","11,559",,"11,559",,"11,559",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"147,781","130,440",,"132,391","139,818",,"132,713","139,818",,"139,818",,"154,028",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,"11,990",,"11,990","15,356",,"15,356","17,092",,"17,092",,"18,830",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"77,913","103,273",,"103,273","107,637",,"107,637","107,637",,"107,637",,"107,637",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"9,095","9,219",,"9,355","9,488",,"9,488","9,488",,"9,488",,"9,488",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,238,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,0,53,,53,53,,53,53,,53,,53,,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,0,61,,61,61,,61,61,,61,,61,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603401,,Printing And Binding (Outside),,,,,,"1,565","1,500",,"1,500","1,500",,"1,500","1,500",,"1,500",,"1,500",,
,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"15,341","19,762",,"19,762","21,116",,"21,116","21,116",,"21,116",,"21,116",,
,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,"16,188","5,206",,"5,206","5,206",,"5,206","5,206",,"5,206",,"5,206",,
,,,,,,,,,,,,,,,,,,,,,
604204,,Motor Pool Charges,,,,,,88,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"10,674","9,743",,"9,743","9,069",,"9,069","9,069",,"9,069",,"9,069",,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"1,145","2,235",,"2,235","2,235",,"2,235","2,235",,"2,235",,"2,235",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"1,184","2,000",,"2,000","2,000",,"2,000","2,000",,"2,000",,"2,000",,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,803,800,,800,800,,800,800,,800,,800,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606026,,Shop Tools,,,,,,175,200,,200,200,,200,200,,200,,200,,
,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,"1,998","2,000",,"2,000","2,000",,"2,000","2,000",,"2,000",,"2,000",,
,,,,,,,,,,,,,,,,,,,,,
606429,,Photographic Supplies,,,,,,433,500,,500,500,,500,500,,500,,500,,
,,,,,,,,,,,,,,,,,,,,,
13151 Zoning Administration ,,,,,,,,"1,105,486","1,132,990",,"1,147,305","1,175,344",,"1,168,239","1,177,080",,"1,177,080",,"1,193,028",,
,,,,,,,,,,,,,,,,,,,,,
13160 Development Services Center ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
