"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2014,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2012,FY 2013,,FY 2013,FY 2014,,FY 2015,FY 2016,,FY 2017,,FY 2018,,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,282,0,,-83,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"146,239","24,135",,"24,135","21,171",,"21,171","21,171",,"21,171",,"21,171",,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"1,647","1,530",,"1,530","1,530",,"1,530","1,530",,"1,530",,"1,530",,
,,,,,,,,,,,,,,,,,,,,,
605401,,Lease/Rent of Equipment,,,,,,"2,519",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605507,,Mandated Certification,,,,,,238,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,325,104,,104,104,,104,104,,104,,104,,
,,,,,,,,,,,,,,,,,,,,,
606004,,Medical Supplies,,,,,,0,79,,79,79,,79,79,,79,,79,,
,,,,,,,,,,,,,,,,,,,,,
606005,,Custodial and Cleaning Supplies,,,,,,0,52,,52,52,,52,52,,52,,52,,
,,,,,,,,,,,,,,,,,,,,,
606026,,Shop Tools,,,,,,"5,829","9,520",,"9,520","9,520",,"9,520","9,520",,"9,520",,"9,520",,
,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"1,338",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,0,52,,52,52,,52,52,,52,,52,,
,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,0,624,,624,624,,624,624,,624,,624,,
,,,,,,,,,,,,,,,,,,,,,
606426,,Protective Apparel and Supplies,,,,,,"1,381","1,520",,"1,520","1,520",,"1,520","1,520",,"1,520",,"1,520",,
,,,,,,,,,,,,,,,,,,,,,
606431,,Marine Navigation Supplies,,,,,,"4,075","28,595",,"28,595","178,595",,"178,595","178,595",,"178,595",,"178,595",,
,,,,,,,,,,,,,,,,,,,,,
606432,,Shop Supplies,,,,,,"1,223","10,742",,"10,742","10,742",,"10,742","10,742",,"10,742",,"10,742",,
,,,,,,,,,,,,,,,,,,,,,
606433,,Construction Materials and Supplies,,,,,,"5,833","10,812",,"10,812","10,812",,"10,812","10,812",,"10,812",,"10,812",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606435,,Other Operating Supplies,,,,,,"30,829","38,002",,"38,002","57,042",,"57,042","57,042",,"57,042",,"57,042",,
,,,,,,,,,,,,,,,,,,,,,
606441,,Building Maintenance Supplies,,,,,,0,208,,208,208,,208,208,,208,,208,,
,,,,,,,,,,,,,,,,,,,,,
10612 Dredge Maintenance ,,,,,,,,"1,650,160","1,653,655",,"1,653,572","1,657,802",,"1,666,127","1,658,330",,"1,666,656",,"1,666,656",,
,,,,,,,,,,,,,,,,,,,,,
10613 Mosquito Control ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"77,124",,"77,124","78,674",,"78,674","78,674",,"78,674",,"78,674",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"565,165",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,0,,0,"32,085",,"32,085","32,085",,"32,085",,"32,085",,
,,,,,,,,,,,,,,,,,,,,,
601140,,Supervisory Salaries,,,,,,0,"208,290",,"208,290","211,030",,"211,030","211,030",,"211,030",,"211,030",,
,,,,,,,,,,,,,,,,,,,,,
601180,,Skilled Salaries,,,,,,0,"290,569",,"290,569","264,184",,"264,184","264,184",,"264,184",,"264,184",,
,,,,,,,,,,,,,,,,,,,,,
601190,,Unskilled Salaries,,,,,,0,"30,851",,"30,851","31,471",,"31,471","31,471",,"31,471",,"31,471",,
,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,"41,673",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601240,,Supervisory Overtime,,,,,,0,"16,872",,"16,872","29,000",,"29,000","29,000",,"29,000",,"29,000",,
,,,,,,,,,,,,,,,,,,,,,
601280,,Skilled Overtime,,,,,,0,"2,503",,"2,503","2,503",,"2,503","2,503",,"2,503",,"2,503",,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"14,945","40,927",,"40,927","40,927",,"40,927","40,927",,"40,927",,"40,927",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"35,783","38,826",,"38,826","40,234",,"40,234","40,234",,"40,234",,"40,234",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"8,369","9,078",,"9,078","9,407",,"9,407","9,407",,"9,407",,"9,407",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"98,408","124,954",,"124,954","106,326",,"112,020","106,326",,"112,020",,"112,020",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,0,,0,"7,150",,"8,064","8,064",,"8,976",,"8,976",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"89,550","116,983",,"116,983","82,306",,"82,306","82,306",,"82,306",,"82,306",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"1,603","7,190",,"7,190","7,316",,"7,316","7,316",,"7,316",,"7,316",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,7,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,50,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   3:52:52PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2014,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2012,FY 2013,,FY 2013,FY 2014,,FY 2015,FY 2016,,FY 2017,,FY 2018,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0100 Public Works    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
10613 Mosquito Control ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,89,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,283,"7,283",,"7,283","7,283",,"7,283","7,283",,"7,283",,"7,283",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,0,"3,121",,"3,121","3,121",,"3,121","3,121",,"3,121",,"3,121",,
,,,,,,,,,,,,,,,,,,,,,
603401,,Printing And Binding (Outside),,,,,,0,0,,0,971,,971,971,,971,,971,,
,,,,,,,,,,,,,,,,,,,,,
603404,,Uniform Rental,,,,,,"13,681","6,220",,"6,220","6,220",,"6,220","6,220",,"6,220",,"6,220",,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"10,813","9,996",,"9,996","9,996",,"9,996","9,996",,"9,996",,"9,996",,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"4,134",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"70,136","70,136",,"70,136","61,187",,"61,187","61,187",,"61,187",,"61,187",,
,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,"79,575","52,556",,"52,556","82,556",,"82,556","82,556",,"82,556",,"82,556",,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,676,971,,832,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"34,694","46,325",,"46,325","40,636",,"40,636","40,636",,"40,636",,"40,636",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,2,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"9,266","15,804",,"15,804","15,804",,"15,804","15,804",,"15,804",,"15,804",,
,,,,,,,,,,,,,,,,,,,,,
605401,,Lease/Rent of Equipment,,,,,,480,"1,020",,"1,020","1,020",,"1,020","1,020",,"1,020",,"1,020",,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,376,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,240,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,407,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606004,,Medical Supplies,,,,,,"12,256","9,801",,"9,801","9,801",,"9,801","9,801",,"9,801",,"9,801",,
,,,,,,,,,,,,,,,,,,,,,
606423,,DO NOT USE - Other Material and Supplies,,,,,,250,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,"1,136",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606426,,Protective Apparel and Supplies,,,,,,"4,341","4,426",,"4,426","4,426",,"4,426","4,426",,"4,426",,"4,426",,
,,,,,,,,,,,,,,,,,,,,,
606432,,Shop Supplies,,,,,,"20,849","6,832",,"6,832","6,832",,"6,832","6,832",,"6,832",,"6,832",,
,,,,,,,,,,,,,,,,,,,,,
606433,,Construction Materials and Supplies,,,,,,109,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606438,,Chemical Supplies,,,,,,"118,322","240,448",,"240,448","240,448",,"240,448","240,448",,"240,448",,"240,448",,
,,,,,,,,,,,,,,,,,,,,,
606441,,Building Maintenance Supplies,,,,,,0,"2,081",,"2,081","2,081",,"2,081","2,081",,"2,081",,"2,081",,
,,,,,,,,,,,,,,,,,,,,,
607105,,Replacement of Motor Vehicles and Equipment,,,,,,0,"100,000",,"100,000",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
10613 Mosquito Control ,,,,,,,,"1,237,618","1,541,187",,"1,541,048","1,434,995",,"1,441,603","1,435,909",,"1,442,515",,"1,442,515",,
,,,,,,,,,,,,,,,,,,,,,
10614 Traffic Management Operations ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,-220,"172,093",,"172,093","175,552",,"175,552","175,552",,"175,552",,"175,552",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"1,733,608",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,-165,"70,234",,"70,234","71,646",,"71,646","71,646",,"71,646",,"71,646",,
,,,,,,,,,,,,,,,,,,,,,
601140,,Supervisory Salaries,,,,,,0,"257,615",,"257,615","390,248",,"390,248","390,248",,"390,248",,"390,248",,
,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,-179,"702,351",,"702,351","714,506",,"714,506","714,506",,"714,506",,"714,506",,
,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,0,"31,416",,"31,416","32,047",,"32,047","32,047",,"32,047",,"32,047",,
,,,,,,,,,,,,,,,,,,,,,
601180,,Skilled Salaries,,,,,,0,"539,960",,"539,960","528,026",,"528,026","528,026",,"528,026",,"528,026",,
,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,"488,483",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601240,,Supervisory Overtime,,,,,,0,"181,499",,"181,499","106,499",,"106,499","106,499",,"106,499",,"106,499",,
,,,,,,,,,,,,,,,,,,,,,
601250,,Technical Overtime,,,,,,0,"114,491",,"114,491","114,491",,"114,491","114,491",,"114,491",,"114,491",,
,,,,,,,,,,,,,,,,,,,,,
601280,,Skilled Overtime,,,,,,0,"85,578",,"85,578","85,578",,"85,578","85,578",,"85,578",,"85,578",,
,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"23,347",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601350,,Part-Time Technical Salaries,,,,,,0,"27,636",,"27,636","27,636",,"27,636","27,636",,"27,636",,"27,636",,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"152,151",0,,0,"75,000",,"75,000","75,000",,"75,000",,"75,000",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"128,431","135,357",,"135,357","139,292",,"139,292","139,292",,"139,292",,"139,292",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"30,036","31,658",,"31,658","32,577",,"32,577","32,577",,"32,577",,"32,577",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"300,088","366,790",,"366,790","338,506",,"356,631","338,506",,"356,631",,"356,631",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,0,,0,"15,662",,"17,660","17,660",,"19,657",,"19,657",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"189,225","240,123",,"240,123","254,873",,"254,873","254,873",,"254,873",,"254,873",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"4,873","21,107",,"21,107","22,754",,"22,754","22,754",,"22,754",,"22,754",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,49,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,360,360,,360,360,,360,360,,360,,360,,
,,,,,,,,,,,,,,,,,,,,,
603117,,Technological Services,,,,,,907,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,89,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,51,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   3:52:52PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2014,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2012,FY 2013,,FY 2013,FY 2014,,FY 2015,FY 2016,,FY 2017,,FY 2018,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0100 Public Works    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
10614 Traffic Management Operations ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,"50,323","52,586",,"52,586","52,586",,"52,586","52,586",,"52,586",,"52,586",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603204,,Software Support and Maintenance,,,,,,"4,995",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603404,,Uniform Rental,,,,,,"13,359","7,013",,"7,013","7,013",,"7,013","7,013",,"7,013",,"7,013",,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"112,969","200,242",,"200,242","100,242",,"100,242","100,242",,"100,242",,"100,242",,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"7,563","1,500",,"1,500","1,500",,"1,500","1,500",,"1,500",,"1,500",,
,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"104,451","104,451",,"104,451","97,971",,"97,971","97,971",,"97,971",,"97,971",,
,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,"114,753","74,767",,"74,767","98,767",,"98,767","98,767",,"98,767",,"98,767",,
,,,,,,,,,,,,,,,,,,,,,
604204,,Motor Pool Charges,,,,,,164,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"2,864",0,,-413,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"93,947","207,672",,"207,672","182,165",,"182,165","182,165",,"182,165",,"182,165",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,174,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"16,617","9,314",,"9,314","9,314",,"9,314","9,314",,"9,314",,"9,314",,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"8,865",0,,0,"6,000",,"6,000","6,000",,"6,000",,"6,000",,
,,,,,,,,,,,,,,,,,,,,,
605507,,Mandated Certification,,,,,,286,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,564,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"4,844",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606026,,Shop Tools,,,,,,"4,235","20,000",,"20,000","20,000",,"20,000","20,000",,"20,000",,"20,000",,
,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"2,605",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,915,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,"3,776",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,"1,593","4,551",,"4,551","4,551",,"4,551","4,551",,"4,551",,"4,551",,
,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,"1,118",504,,504,504,,504,504,,504,,504,,
,,,,,,,,,,,,,,,,,,,,,
606426,,Protective Apparel and Supplies,,,,,,"5,940","5,202",,"5,202","5,202",,"5,202","5,202",,"5,202",,"5,202",,
,,,,,,,,,,,,,,,,,,,,,
606430,,Directional Signs and Supplies,,,,,,"467,418","564,206",,"564,206","408,206",,"408,206","408,206",,"408,206",,"408,206",,
,,,,,,,,,,,,,,,,,,,,,
606432,,Shop Supplies,,,,,,"249,918","190,000",,"190,000","190,000",,"190,000","190,000",,"190,000",,"190,000",,
,,,,,,,,,,,,,,,,,,,,,
606433,,Construction Materials and Supplies,,,,,,"59,725","80,000",,"80,000","80,000",,"80,000","80,000",,"80,000",,"80,000",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606435,,Other Operating Supplies,,,,,,"8,814","38,626",,"38,626","38,626",,"38,626","38,626",,"38,626",,"38,626",,
,,,,,,,,,,,,,,,,,,,,,
606450,,Regional Signs & Supplies,,,,,,0,0,,0,"75,000",,"75,000","75,000",,"75,000",,"75,000",,
,,,,,,,,,,,,,,,,,,,,,
607303,,Communication Equipment,,,,,,0,0,,0,"70,000",,"70,000","70,000",,"70,000",,"70,000",,
,,,,,,,,,,,,,,,,,,,,,
607306,,Construction Vehicles and Equipment,,,,,,0,0,,0,"30,000",,"30,000","30,000",,"30,000",,"30,000",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
10614 Traffic Management Operations ,,,,,,,,"4,393,878","4,538,902",,"4,538,489","4,602,900",,"4,623,023","4,604,898",,"4,625,020",,"4,625,020",,
,,,,,,,,,,,,,,,,,,,,,
10615 Beach Operations ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"312,558",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601140,,Supervisory Salaries,,,,,,0,"38,651",,"38,651","47,358",,"47,358","47,358",,"47,358",,"47,358",,
,,,,,,,,,,,,,,,,,,,,,
601180,,Skilled Salaries,,,,,,0,"236,092",,"236,092","272,955",,"272,955","272,955",,"272,955",,"272,955",,
,,,,,,,,,,,,,,,,,,,,,
601190,,Unskilled Salaries,,,,,,0,"51,848",,"51,848","26,445",,"26,445","26,445",,"26,445",,"26,445",,
,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,"99,044",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601240,,Supervisory Overtime,,,,,,0,"21,166",,"21,166","21,166",,"21,166","21,166",,"21,166",,"21,166",,
,,,,,,,,,,,,,,,,,,,,,
601280,,Skilled Overtime,,,,,,0,"114,353",,"114,353","114,353",,"114,353","114,353",,"114,353",,"114,353",,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"438,842","320,574",,"320,574","320,574",,"320,574","320,574",,"320,574",,"320,574",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"23,040","28,651",,"28,651","29,903",,"29,903","29,903",,"29,903",,"29,903",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"5,389","6,702",,"6,702","6,994",,"6,994","6,994",,"6,994",,"6,994",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"53,892","66,122",,"66,122","52,530",,"55,341","52,530",,"55,341",,"55,341",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,0,,0,"8,956",,"10,097","10,097",,"11,239",,"11,239",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"45,900","55,413",,"55,413","46,222",,"46,222","46,222",,"46,222",,"46,222",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,876,"3,804",,"3,804","4,027",,"4,027","4,027",,"4,027",,"4,027",,
,,,,,,,,,,,,,,,,,,,,,
603117,,Technological Services,,,,,,132,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,37,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,219,206,,206,206,,206,206,,206,,206,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603404,,Uniform Rental,,,,,,"4,626","1,722",,"1,722","1,722",,"1,722","1,722",,"1,722",,"1,722",,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"1,462",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,52,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   3:52:52PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2014,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2012,FY 2013,,FY 2013,FY 2014,,FY 2015,FY 2016,,FY 2017,,FY 2018,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0100 Public Works    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
10615 Beach Operations ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"155,288","155,288",,"155,288","144,140",,"144,140","144,140",,"144,140",,"144,140",,
,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,"70,377","68,539",,"68,539","68,539",,"68,539","68,539",,"68,539",,"68,539",,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,430,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"7,748","63,354",,"63,354","55,572",,"55,572","55,572",,"55,572",,"55,572",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,2,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"1,550","2,136",,"2,136","2,136",,"2,136","2,136",,"2,136",,"2,136",,
,,,,,,,,,,,,,,,,,,,,,
605401,,Lease/Rent of Equipment,,,,,,"2,213","2,030",,"2,030","2,030",,"2,030","2,030",,"2,030",,"2,030",,
,,,,,,,,,,,,,,,,,,,,,
605507,,Mandated Certification,,,,,,96,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,120,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606004,,Medical Supplies,,,,,,0,287,,287,287,,287,287,,287,,287,,
,,,,,,,,,,,,,,,,,,,,,
606005,,Custodial and Cleaning Supplies,,,,,,0,"1,540",,"1,540","1,540",,"1,540","1,540",,"1,540",,"1,540",,
,,,,,,,,,,,,,,,,,,,,,
606026,,Shop Tools,,,,,,198,"4,968",,"4,968","4,968",,"4,968","4,968",,"4,968",,"4,968",,
,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,"4,676","4,823",,"4,823","4,823",,"4,823","4,823",,"4,823",,"4,823",,
,,,,,,,,,,,,,,,,,,,,,
606426,,Protective Apparel and Supplies,,,,,,722,"4,286",,"4,286","4,286",,"4,286","4,286",,"4,286",,"4,286",,
,,,,,,,,,,,,,,,,,,,,,
606432,,Shop Supplies,,,,,,"5,656","2,992",,"2,992","2,992",,"2,992","2,992",,"2,992",,"2,992",,
,,,,,,,,,,,,,,,,,,,,,
